Project ID,Category,Title,County,Improvement Type,Cost,Primary Project, Description
"6125","Completed","SR 654 over Mosquito Crk","Lycoming      ","Bridge Replacement","998973","null","SR 654 (Euclid Avenue) over Mosquito Creek,
Armstrong (Township) & Duboistown (Borough),
Bridge Replacement
BMS# 41 0654 0210 1810"
"6138","Completed","T-398ov WhiteDeerHole Crk","Lycoming      ","Bridge Replacement","808103","null","Township Road # 398 over White Deer Hole Creek,
Washington Township,
Bridge Replacement"
"6142","Completed","SR 2005 ov Black Hole Crk","Lycoming      ","Bridge Replacement","741424","null","SR 2005 (Pinchtown Rd) over Black Hole Creek,
Clinton (Twp) & Montgomery (Boro),
Bridge Replacement
BMS# 41 2005 0052 0000"
"6262","Completed","T-665 over Lycoming Creek","Lycoming      ","Bridge Replacement","2277097","null","T-665 over Lycoming Creek,
McIntyre (Twp)
Bridge Truss Replacement"
"6339","Completed","T-325ov Chillisquaque Crk","Montour       ","Bridge Replacement","1058167","null","T-325 (Kelly's Dam Road) over Chillisquaque Creek
Liberty Township
Bridge Replacement"
"6340","Completed","T-417 over Beaver Run","Montour       ","Bridge Replacement","663173","null","T-417 (Gardner Road) over Beaver Run,
Limestone Township
Bridge Replacement"
"6396","Completed","SR 1011 ov W Br Chill Crk","Montour       ","Bridge Replacement","140673","null","SR 2011 (Fox Hollow Road) over Tributary to Chillisquaque Creek,
Anthony Township,
Bridge Replacement"
"6480","Completed","SR 1025 over Chill. Creek","Northumberland","Bridge Replacement","975806","null","SR 1025 over Chillisquaque Creek,
East Chillisquaque Township
Bridge Replacement."
"6597","Completed","SR4022 over Boile Run","Northumberland","Bridge Replacement","143417","null","SR 4022 (Boyles Run Road) over Boiles Run
Lower Augusta Township
Bridge Replacement"
"6728","Completed","SR 2001 ov Lt Roaring Crk","Northumberland","Bridge Replacement","238267","null","SR 2001 (Little Roaring Creek Road) over Little Roaring Creek,
Rush Township,
Bridge Replacement"
"6729","Completed","SR 405 ov Norfolk S RR","Northumberland","Bridge Replacement","3676548","null","SR 405 over Norfolk Southern RR
West Chillisquaque Township
Bridge Replacement"
"6739","Completed","SR61 ov Shamokin Crk","Northumberland","Bridge Deck Rehabilitation","1823342","null","SR 61 over Shamokin Creek
Coal Township
Bridge Deck Rehabilitation
"
"6754","Completed","SR 45 over Chillisquaque Creek","Northumberland","Bridge Rehabilitation","1367364","null","SR 45 over Chillisquaque Creek,
East Chillisquaque & West Chillisquaque (Twps),
Bridge Deck Rehabilitation

BMS# 49 0045 0110 1843"
"6766","Completed","SR 2022 over Unamed Tributary to Bennys Run","Northumberland","Bridge Replacement","154638","null","SR 2022 over Unamed Tributary to Bennys Run, 
Shamokin (Twp)
Bridge Replacement"
"6846","Completed","T-469 over Swift Run","Snyder        ","Bridge Replacement","553031","null","T-469 (Sawmill Road) over Swift Run,
Spring (Twp)
Bridge Replacement"
"6874","Completed","US 522 over Middle Creek","Snyder        ","Bridge Replacement","4292699","null","SR 522 over Middle Creek,
Middle Creek (Twp),
Bridge Replacement
BMS# 54 0522 0480 1870"
"6877","Completed","SR1017ov Rolling Green Rn","Snyder        ","Bridge Replacement","447696","null","SR 1017 over Rolling Green Run
Monroe Township
Bridge Replacement"
"6887","Completed","SR 522 over Tb Middle Crk","Snyder        ","Bridge Replacement","2309284","null","SR 522 over Tributary to Middle Creek
West Beaver Township
Bridge Replacement"
"6898","Completed","SR 522 over Kern Run","Snyder        ","Bridge Replacement","0","6887","SR 522 over Kern Run
Beavertown Borough
Bridge Replacement"
"6930","Completed","SR 154 ovr Hoagland Brnch","Sullivan      ","Bridge Replacement","1547706","null","PA 154 over Hoagland Branch
Fox Township
bridge replacement"
"6963","Completed","SR154 ov Kings Creek","Sullivan      ","Bridge Replacement","266805","null","PA 154 over Kings Creek
Elkland Township
bridge replacement"
"6976","Completed","SR 154 over Blackwater Rn","Sullivan      ","Bridge Replacement","144196","null","SR 154 over Blackwater Run,
Elkland Township
Bridge Replacement"
"6995","Completed","T-309 over Rock Run","Sullivan      ","Bridge Replacement","486206","null","T-309 over Rock Run,
Shrewsbury Township
Bridge Replacement"
"7011","Completed","SR4012ovLoyalsockCrk","Sullivan      ","Bridge Rehabilitation","179881","null","State Route 4012 over Loyalsock Creek
Forksville Borough
Bridge rehabilitation"
"7018","Completed","SR 1004 over Lopez Creek","Sullivan      ","Bridge Rehabilitation","1215313","null","SR 1004 over Lopez Creek,
Colley Township
Bridge Superstructure Rehabilitation"
"7022","Completed","SR 87 over Lick Run","Sullivan      ","Bridge Replacement","1942587","null","SR 87 over Lick Run
Forks Township
Bridge Replacement
BMS# 56 0087 0310 0423"
"7039","Completed","SR 287 over Tioga River","Tioga         ","Bridge Rehabilitation","3785288","null","SR 287 over Tioga River,
Tioga (Twp) &  (Boro),
Bridge Deck Rehabilitation
BMS# 58 0287 0730 0745"
"7083","Completed","SR 3023 over Heise Run","Tioga         ","Bridge Replacement","101509","null","SR 3023 (Heise Run Road) over Heise Run,
Delmar Township
Bridge Replacement"
"7248","Completed","US 6 ov Tb Charleston Crk #2","Tioga         ","Bridge Replacement","608783","null","SR 6 over Tributary to Charleston Creek,
Delmar (Twp),
Bridge Replacement"
"7263","Completed","SR 4007 ov California Brk","Tioga         ","Bridge Replacement","188774","null","SR 4007 over California Brook
Brookfield Township
Bridge Replacement"
"7269","Completed","SR 4023 overTb Camp Brook","Tioga         ","Bridge Replacement","1749481","null","SR 4023 over a Tributary to Camp Brook
Elkland Borough
Bridge Replacement"
"7291","Completed","T-450 over Marsh Creek","Tioga         ","Bridge Replacement","707377","null","T-450 over marsh Creek,
Shippen Township
Bridge Replacement"
"7322","Completed","SR 287 over Norris Brook","Tioga         ","Bridge Replacement","1432419","null","SR287 ov Norris Brook
Middlebury Twp
Bridge Replacement"
"7329","Completed","SR 549 over Elk Run","Tioga         ","Bridge Replacement","1575510","null","SR549 ov Elk Run
Rutland Twp.
Bridge Replacement"
"7346","Completed","SR 4017 over Holden Creek","Tioga         ","Bridge Replacement","995679","null","SR 4017 over Holden Creek
Osceola Township
Bridge Replacement"
"7365","Completed","T-402 over Cowanesque Rvr","Tioga         ","Bridge Replacement","1680134","null","T-402 over Cowanesque River 
Deerfield Township
Bridge Replacement"
"7413","Completed","SR235 over Laurel Run","Union         ","Bridge Replacement","240518","null","SR 235 over Laurel Run
Hartley Township
Bridge Replacement"
"7427","Completed","SR 3004 over Unnamed Tributary to Penn's Creek","Union         ","Bridge Replacement","126012","null","SR 3004 over Unnamed Tributary to Penn's Creek,
Limestone (Twp)
Bridge Replacement"
"7498","Completed","T-309 over Penns Creek","Union         ","Bridge Replacement","1888443","null","Laurel Park Road Bridge over Penns Creek
Hartley Township
Bridge Replacement"
"7500","Completed","Idding Br 14 ov Buffalo C","Union         ","Bridge Replacement","986354","null","Idding Bridge #14 over Buffalo Creek
Mifflinburg Borough
Bridge Replacement"
"7540","Completed","T-450 over Buffalo Creek","Union         ","Bridge Replacement","1301430","null","T-450 over Buffalo Creek
Kelly Township
Bridge Replacement
"
"7541","Completed","SR 1001 over Muddy Run","Union         ","Bridge Replacement","0","88029","SR 1001 (Johnson Mill Road) over Tributary to Spruce Run
Buffalo Township
Bridge Replacement"
"7838","Completed","Harrison Avenue Bridge","Lackawanna    ","Replace/Rehab","30565407","null","Bridge replacement on State Route 6011(Harrison Avenue) over Roaring Brook, in City of Scranton, Lackawanna County."
"7850","Completed","T-412 Brg No.5, Jefferson","Lackawanna    ","Bridge Replacement","478096","null","Replacement of the bridge carrying State Route 7210 (Township Road 412) over Wallenpaupack Creek in Jefferson Township, Lackawanna County. (Bridge Number 5)"
"7884","Completed","SR 438 ov SB Tunkhnnck Ck","Lackawanna    ","Bridge Replacement","2476552","null","Replacement of the bridge carrying State Route 438 over Branch of Tunkhannock Creek in North Abington Township, Lackawanna County."
"7913","Completed","SR 3021 over Stafford Meadow","Lackawanna    ","Bridge Replacement","1044610","null","Replacement of the bridge carrying State Route 3021 (Stafford Avenue) in the City of Scranton, Lackawanna County."
"8006","Completed","SR 4032 ov Summit Lake Ck","Lackawanna    ","Bridge Rehabilitation","1813190","null","Bridge rehabilitation on State Route 4032 (Shady Lane Road) over Summit Lake Creek in South Abington Township, Lackawanna County."
"8007","Completed","Stafford Meadow Brook Br","Lackawanna    ","Bridge Replacement","1190432","null","Replacement of the bridge carrying State Route 307 (Scranton-Pocono Highway) over Stafford Meadow Brook in Roaring Brook Township, Lackawanna County."
"8008","Completed","SR 1009 over Fall Brook","Lackawanna    ","Bridge Replacement","784315","null","Replacement of the bridge carrying State Route 1009 (Crystal Lake Road) over Fall Brook Creek in Fell Township, Lackawanna County."
"8086","Completed","Main Street Bridge Moosic","Lackawanna    ","Bridge Replacement","1369277","null","Bridge replacement on State Route 3024 (Main Street) over Spring Brook Creek, in Moosic Borough, Lackawanna County."
"8178","Completed","SR 2004 over Kellum Creek","Lackawanna    ","Bridge Replacement","337024","null","Replacement of the bridge carrying State Route 2004 (Reservoir Road) over Kellum Creek in Madison Township, Lackawanna County."
"8183","Completed","SR 3019 ov Lckwnna River","Lackawanna    ","Bridge Replacement","380154","null","Replacement of the bridge carrying State Route 3019 (Main Street) over Branch of Lackawanna River in Old Forge Borough, Lackawanna County."
"8190","Completed","SR 6006 over SR 107","Lackawanna    ","Bridge Rehabilitation","1557924","null","Bridge rehabilitation on State Route 6006 (Scranton-Carbondale Highway) over State Route 107 (Rushbrook Street) and Rushbrook Creek in Mayfield Borough, Lackawanna County."
"8193","Completed","SR 106 ov Tunkhannock Ck","Lackawanna    ","Bridge Rehabilitation","719138","null","Rehabilitation of the bridge carrying State Route 106 (Fallbrook Road) over Branch Tunkhannock Creek in Greenfield Township, Lackawanna County."
"8221","Completed","Lackawanna Trail (Bett.)","Lackawanna    ","Restoration","40857827","null","Restoration of State Route 6 from Old Turnpike Road to Gravel Pond Road in South Abington and Glenburn Townships, Lackawanna County."
"8234","Completed","US 6 Bridge, La Plume","Lackawanna    ","Bridge Rehabilitation","0","8221","Rehabilitation of the bridge carrying State Route 6 (Christy Mathewson Highway) over Tunkhannock Creek in La Plume Township, Lackawanna County."
"8244","Completed","PA 435 Bridge ov SR 348","Lackawanna    ","Bridge Replacement","2626130","null","Replacement of the bridge carrying State Route 435 (Drinker Parkway) over State Route 348 (Mount Cobb Road) in Roaring Brook Township, Lackawanna County."
"8252","Completed","Spruce Complex Ret Wall","Lackawanna    ","Bridge Rehabilitation","4479908","null","Rehabilitation of Roaring Brook Creek Retention Wall adjacent to State Route 11 (Spruce Street) carrying Rail Road Service Road, in City of Scranton, Lackawanna County."
"8309","Completed","Glenburn Pond Outlet","Lackawanna    ","Bridge Rehabilitation","0","8221","Rehabilitation of the bridge carrying State Route 6 (Grand Army of the Republic Highway) over Outlet Glenburn Pond in Glenburn Township, Lackawanna County."
"8311","Completed","SR 407 ov Lackawanna Lake","Lackawanna    ","Bridge Replacement","500969","null","Replacement of the bridge carrying State Route 407 (Abington Road) over Tributary of Lackawanna Lake in North Abinton Township, Lackawanna County."
"8359","Completed","Elk Creek Bridge","Lackawanna    ","Bridge Rehabilitation","691868","null","Rehabilitation of the bridge carrying State Route 171 (Main Street) over Elk Creek in Fell Township, Lackawanna County."
"8394","Completed","Dunmore Signal Network","Lackawanna    ","Existing Signal Improvement","6841835","null","Signalized intersection improvements on State Route 347 (O'Neill Highway) from University Drive to Greenridge Street
Dunmore Borough, Lackawanna County."
"8434","Completed","SR 3034 over Nescopeck Creek","Luzerne       ","Bridge Replacement","1136532","null","Bridge replacement on State Route 3034 (Butler Avenue) over Little Nescopeck Creek in Conyngham Borough, Luzerne County."
"8748","Completed","T-860 Bridge, Hanover Twp","Luzerne       ","Bridge Replacement","2412604","null","SR 7101, County bridge (T-860) over Solomons Creek
Hanover Township
Bridge replacement"
"8760","Completed","Pine Creek Bridge","Luzerne       ","Bridge Removal","0","85806","Removal of the bridge carrying Pine Creek Road Over Pine Creek in New Columbus Borough, Luzerne County. (County Bridge Number 42504)."
"8790","Completed","SR 11 over Shickshinny Ck","Luzerne       ","Bridge Replacement","1000984","null","Replacement of the bridge State Route 11 (West Main Street) over Shickshinny Creek in Larksville Borough, Luzerne County."
"8864","Completed","SR 3001 over South Branch Newport Creek","Luzerne       ","Bridge Rehabilitation","531336","null","Bridge rehabilitation on State Route 3001 (Robert Street) over Branch of Forge Creek in Newport Township, Luzerne County."
"8871","Completed","Harvey's Lake Inlet","Luzerne       ","Replace/Rehab","1026180","null","Bridge replacement on State Route 415 (Memorial Highway) over Inlet at Harvey's Lake, in Harvey's Lake Borough, Luzerne County."
"8890","Completed","Airport Access Road","Luzerne       ","New Roadway","0","47955","Construction of a New Access Road from State Route 315 to Commerce Boulevard in Dupont Borough and Pittston Township, Luzerne County."
"8912","Completed","County Rd Br #30,Dorrance","Luzerne       ","Bridge Replacement","1518120","null","Replacement of the bridge carrying Township Road 304 (County Bridge number 30) over Wapwallopen Creek in Dorrance Township, Luzerne County."
"8913","Completed","County Rd Br #29,Dorrance","Luzerne       ","Bridge Replacement","0","8912","Replacement of the bridge carrying Township Road 294 over Wapallopen Creek in Dorrance Township (County Bridge Number 29)."
